,placekey,safegraph_place_id,parent_placekey,parent_safegraph_place_id,location_name,safegraph_brand_ids,brands,top_category,sub_category,naics_code,latitude,longitude,street_address,city,region,postal_code,iso_country_code,phone_number,open_hours,category_tags,opened_on,closed_on,tracking_opened_since,tracking_closed_since,date_range_start,date_range_end,raw_visit_counts,raw_visitor_counts,visits_by_day,visitor_home_cbgs,visitor_country_of_origin,distance_from_home,median_dwell,bucketed_dwell_times,related_same_day_brand,related_same_month_brand,popularity_by_hour,popularity_by_day,device_type,poi_cbg,visitor_daytime_cbgs
265,22g-222@8g9-mht-wtv,sg:77009a56f16947b09e7116cd1c7713fd,,,Kings Market Number 2,,,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,445110.0,35.97394,-83.940046,1300 W Baxter Ave,Knoxville,TN,37921,US,,,,,,,2019-07,2020-03-01T00:00:00-05:00,2020-04-01T00:00:00-04:00,37.0,17.0,"[4,2,1,0,2,1,1,2,1,0,0,0,2,1,0,0,0,1,3,1,0,0,1,1,1,0,1,5,2,3,1]","{""471730401003"":4,""470930070001"":4,""470930019001"":4,""470090107001"":4}","{""US"":11}",4919.0,54.0,"{""<5"":3,""5-10"":7,""11-20"":0,""21-60"":9,""61-120"":7,""121-240"":5,"">240"":6}",{},"{""Shell Oil"":29,""Weigel's"":23,""Dollar General"":23,""Kroger"":21,""Food City"":18,""Firehouse Subs"":17,""Family Dollar Stores"":15,""Burger King"":14,""CVS"":13,""Dollar Tree"":13,""Subway"":12,""EZ Stop"":12,""McDonald's"":12,""Harley Davidson"":12,""Gulf Oil"":11,""Baskin Robbins"":11,""Walmart"":10,""Kroger Fuel Center"":10,""Murphy USA"":10,""Sunoco"":10}","[5,7,7,8,7,7,8,7,9,10,11,10,7,7,7,5,5,7,5,1,3,3,4,4]","{""Monday"":7,""Tuesday"":3,""Wednesday"":2,""Thursday"":5,""Friday"":5,""Saturday"":7,""Sunday"":8}","{""android"":12,""ios"":6}",470930070001.0,"{""470930070001"":5,""470010209021"":4}"
266,zzy-223@8g9-fdz-7wk,sg:a18c8a3b3aff491c991e2318a67997e2,,,Food City,SG_BRAND_0c6c4ce554bb53513678968c086c5457,Food City,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,445110.0,35.794386,-83.556958,3064 Teaster Ln,Pigeon Forge,TN,37863,US,18655058306.0,,,,,2020-12,2020-12,2020-03-01T00:00:00-05:00,2020-04-01T00:00:00-04:00,1216.0,777.0,"[7,10,13,9,13,13,12,4,9,8,13,25,29,24,15,23,14,159,113,102,67,106,69,43,51,43,55,43,41,46,37]","{""471550809022"":42,""471550810001"":37,""471550808021"":36,""471550810002"":34,""471550807003"":32,""471550810003"":25,""471550809012"":23,""471550809011"":19,""471550810004"":18,""471550807001"":17,""471550811021"":14,""471550809021"":14,""471550808022"":13,""471550807004"":11,""471550801022"":10,""121170217041"":9,""471550804002"":9,""471550811022"":8,""471550808011"":8,""471550801021"":8,""471550806022"":8,""471550806012"":8,""471550806011"":8,""132551611002"":6,""120570064002"":6,""471550804001"":6,""471839684005"":5,""470890709003"":5,""471550805001"":5,""470890705002"":5,""471550806024"":5,""470090102003"":4,""470890703005"":4,""471630434023"":4,""470631006002"":4,""471630423002"":4,""470010212024"":4,""470299207002"":4,""390250417022"":4,""484790017151"":4,""470010206002"":4,""470650117002"":4,""450559707002"":4,""470430603001"":4,""470359705011"":4,""471790620001"":4,""470930062031"":4,""471050601003"":4,""120830027011"":4,""471550801023"":4,""450730309021"":4,""450910614032"":4,""470930060031"":4,""370350111011"":4,""470631006003"":4,""470139504003"":4,""471550806021"":4,""470631010001"":4,""471050601002"":4,""132950203021"":4,""370210020002"":4,""471319654001"":4,""120950178021"":4,""470890705001"":4,""471550802021"":4,""391130505032"":4,""470890706003"":4,""011210113002"":4,""470090116024"":4,""471630434011"":4,""470110115004"":4,""471550805002"":4,""180973614001"":4,""471630432011"":4,""470090102004"":4,""121030274023"":4,""470930070002"":4,""471550801011"":4,""471550804003"":4,""011250107021"":4,""470010209021"":4,""470930051001"":4,""511850204002"":4,""010770117002"":4,""280039506001"":4,""470930049002"":4,""470930041002"":4,""470890707004"":4,""121270902042"":4,""471450307004"":4,""471550802011"":4,""471550806023"":4,""120570132062"":4,""291190704001"":4,""010830211001"":4,""470851303002"":4,""210890405011"":4,""470890708002"":4,""370230202012"":4,""470010202011"":4,""470090113011"":4,""470090115011"":4,""450830227004"":4,""391570220013"":4,""470299205022"":4,""390610211021"":4,""471550811011"":4}","{""US"":776}",13400.0,24.0,"{""<5"":16,""5-10"":210,""11-20"":269,""21-60"":504,""61-120"":96,""121-240"":72,"">240"":49}","{""Shell Oil"":70,""Weigel's"":22,""Firehouse Subs"":12,""Dollar General"":10,""First Horizon Bank"":7,""Travelodge"":7,""Kroger"":6,""Johnny Carino's"":6}","{""Walmart"":51,""Kroger"":46,""McDonald's"":43,""Dollar General"":37,""Shell Oil"":32,""Chick-fil-A"":30,""Exxon Mobil"":30,""Lowe's"":25,""Family Dollar Stores"":24,""Taco Bell"":23,""Weigel's"":23,""Walgreens"":22,""Marathon"":22,""TangerOutlets"":22,""BP"":22,""Sonic"":20,""Arby's"":20,""Starbucks"":19,""Wendy's"":19,""Subway"":18}","[15,14,10,12,14,17,43,97,138,159,146,161,178,185,191,204,212,162,118,68,44,37,14,11]","{""Monday"":157,""Tuesday"":115,""Wednesday"":232,""Thursday"":194,""Friday"":199,""Saturday"":146,""Sunday"":173}","{""android"":392,""ios"":383}",471550810003.0,"{""471550809022"":39,""471550808021"":38,""471550810002"":38,""471550810003"":34,""471550810001"":33,""471550807003"":29,""471550809012"":21,""471550810004"":17,""471550809021"":17,""471550807001"":15,""471550809011"":15,""471550811021"":13,""471550808022"":12,""471550806022"":10,""471550808011"":10,""471550807004"":10,""471550806012"":10,""471550804002"":8,""471550801022"":8,""471550811022"":8,""470890707004"":7,""471650212011"":7,""471550807002"":6,""471550804001"":6,""471550806011"":6,""471550801021"":5,""471550802012"":5,""470930054012"":5,""471550805002"":5,""450830227003"":5,""471550802011"":5,""471550802021"":5,""470010209021"":4,""470299207002"":4,""470930060031"":4,""471550803001"":4,""470210702011"":4,""471550804003"":4,""470631006002"":4,""391570220013"":4,""471630434011"":4,""471550806024"":4,""470890708004"":4,""470890708002"":4,""471550806023"":4,""450070120023"":4,""121270902042"":4,""470890701002"":4,""471550801011"":4,""471550802013"":4,""470930053011"":4,""470139504003"":4,""470470604023"":4,""121030274023"":4,""471450307004"":4,""010730110021"":4,""470930051001"":4,""120599603002"":4,""121030250104"":4,""391130505032"":4,""010030114062"":4,""470259709003"":4,""120850004001"":4,""470090113011"":4,""131530212023"":4,""470090110012"":4,""470930026001"":4,""471790607001"":4,""470010206002"":4,""120330036121"":4,""470010212024"":4,""511910105012"":4,""121319503022"":4,""471730402011"":4,""471550805003"":4,""133119503003"":4,""010830211001"":4,""171419612001"":4,""120570132062"":4,""010950305002"":4,""471450302011"":4,""130970803041"":4,""220479530003"":4,""470890705001"":4,""010890103014"":4,""010770117002"":4,""471550805001"":4,""240217519042"":4,""471550811011"":4,""180973614001"":4,""280039506001"":4,""121150011014"":4,""470359705011"":4,""470010213023"":4,""471650209021"":4,""450730306012"":4,""470890708003"":4,""450730309021"":4}"
267,22n-222@8g9-f8s-ghq,sg:296248e54a49482a934e54c0c6262125,zzw-222@8g9-f8s-ghq,sg:3632403abe064a6bbe6aedddc87a1cbb,The Nut House,,,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,445110.0,35.712449,-83.51635300000002,715 Parkway Ste 10,Gatlinburg,TN,37738,US,18654668422.0,"{ ""Mon"": [[""10:00"", ""22:00""]], ""Tue"": [[""10:00"", ""22:00""]], ""Wed"": [[""10:00"", ""22:00""]], ""Thu"": [[""10:00"", ""22:00""]], ""Fri"": [[""10:00"", ""23:00""]], ""Sat"": [[""10:00"", ""23:00""]], ""Sun"": [[""10:00"", ""22:00""]] }",,,,,2019-07,2020-03-01T00:00:00-05:00,2020-04-01T00:00:00-04:00,85.0,85.0,"[8,1,2,0,4,2,12,3,2,2,0,3,6,9,5,11,4,1,4,2,0,1,1,0,0,0,1,1,0,0,0]","{""471890304022"":7,""180030107052"":4,""191530046031"":4,""281619503004"":4,""130119703001"":4,""370319707021"":4,""471570213514"":4,""471550809012"":4,""371910001014"":4,""470650104331"":4,""470575002003"":4,""480291817182"":4,""131510705022"":4,""471550811011"":4}","{""US"":82}",451170.0,7.0,"{""<5"":9,""5-10"":64,""11-20"":11,""21-60"":1,""61-120"":0,""121-240"":0,"">240"":0}","{""Cinnabon"":33,""Travelodge"":9}","{""Walmart"":50,""McDonald's"":47,""Shell Oil"":33,""BP"":30,""Subway"":27,""Marathon"":26,""Dollar General"":25,""Chick-fil-A"":25,""Walgreens"":24,""TangerOutlets"":23,""Taco Bell"":21,""Kroger"":20,""Cracker Barrel"":19,""Ripley's Entertainment Inc"":18,""Exxon Mobil"":17,""CVS"":15,""Speedway"":15,""Lowe's"":14,""Zaxby's"":14,""Burger King"":14}","[0,0,0,0,0,0,0,0,0,2,8,16,8,15,16,10,12,4,3,0,0,0,0,0]","{""Monday"":15,""Tuesday"":8,""Wednesday"":1,""Thursday"":11,""Friday"":11,""Saturday"":22,""Sunday"":17}","{""android"":42,""ios"":40}",471550811011.0,"{""121030254122"":5,""170310103001"":5,""180030016001"":4,""290950193001"":4,""260570008002"":4,""120690301081"":4,""260899702004"":4,""471550811011"":4,""390930132003"":4,""290997013001"":4,""471339502001"":4,""390610211021"":4,""120610501002"":4,""120810008053"":4,""120231105003"":4,""371910001014"":4,""191630123002"":4,""130771708011"":4,""131510703061"":4}"
268,222-222@8g9-m9y-ks5,sg:8a24ec75301e45ee89ff61bca58e00a2,222-223@8g9-m9y-ks5,sg:5efbb3f1e12b476e89bdfd37270cba03,Bread Box Food Store,,,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,445110.0,35.915844,-84.058594,8480 Gleason Dr,Knoxville,TN,37919,US,,,,,,,2019-07,2020-03-01T00:00:00-05:00,2020-04-01T00:00:00-04:00,77.0,45.0,"[8,3,0,3,2,4,2,4,1,1,2,1,2,4,3,6,1,1,2,2,4,2,0,4,2,6,2,2,1,0,2]","{""470930046093"":4,""470930057041"":4,""131350507124"":4,""470930057042"":4,""471190111011"":4,""470930044033"":4,""470930058082"":4,""470930029001"":4,""470019801001"":4,""470090116051"":4,""470930044012"":4,""470930055022"":4}","{""US"":42}",11073.0,9.0,"{""<5"":2,""5-10"":51,""11-20"":8,""21-60"":6,""61-120"":6,""121-240"":2,"">240"":2}","{""Shell Oil"":99,""Pal's Sudden Service"":50,""Kroger"":49,""Workout Anytime"":25,""Chick-fil-A"":24,""Kohl's"":20}","{""Shell Oil"":94,""Weigel's"":58,""Walmart"":45,""Kroger"":42,""McDonald's"":41,""Chick-fil-A"":41,""Dollar Tree"":38,""Sonic"":34,""Exxon Mobil"":33,""Dollar General"":31,""Kroger Fuel Center"":30,""Taco Bell"":29,""Food City"":29,""Burger King"":25,""Target"":25,""Arby's"":25,""Walgreens"":23,""Marathon"":23,""Dunkin'"":19,""Subway"":19}","[6,7,3,2,4,8,5,2,4,2,3,3,2,7,6,5,4,7,7,4,4,4,13,11]","{""Monday"":10,""Tuesday"":8,""Wednesday"":8,""Thursday"":11,""Friday"":10,""Saturday"":12,""Sunday"":18}","{""android"":36,""ios"":10}",470930044032.0,"{""470930062082"":5,""470930057042"":4,""470090116051"":4,""470930057124"":4,""470819503022"":4,""470930026001"":4,""470930045002"":4,""470930052021"":4,""470930061021"":4,""470930057041"":4}"
269,224-223@8g9-gx6-h89,sg:1b398841de7947d18fe70f3e8b4e6650,,,Food City,SG_BRAND_0c6c4ce554bb53513678968c086c5457,Food City,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,445110.0,36.080977,-83.924362,7202 Maynardville Pike,Knoxville,TN,37918,US,,,,,,2020-12,2019-07,2020-03-01T00:00:00-05:00,2020-04-01T00:00:00-04:00,110.0,79.0,"[4,6,2,1,1,4,2,4,4,2,1,5,5,4,5,6,5,1,4,7,3,3,2,6,5,3,3,2,3,5,2]","{""471730402023"":9,""470930064012"":9,""471730402022"":6,""470930062081"":5,""470930062021"":5,""470930051001"":4,""470930063012"":4,""470930062022"":4,""470930062032"":4,""470930062031"":4,""470930064022"":4,""471730402021"":4,""471730401003"":4,""471730401002"":4,""470930062082"":4}","{""US"":80}",4236.0,22.5,"{""<5"":1,""5-10"":27,""11-20"":25,""21-60"":35,""61-120"":7,""121-240"":4,"">240"":11}","{""PetSmart"":33,""Dollar Tree"":32,""Kroger Fuel Center"":25,""Weigel's"":20,""GameStop"":16,""Dollar General"":15,""Walmart"":7}","{""Walmart"":59,""Weigel's"":56,""Taco Bell"":42,""Dollar Tree"":42,""Dollar General"":42,""McDonald's"":40,""Wendy's"":37,""Starbucks"":32,""Ingles Markets"":31,""Arby's"":30,""Chick-fil-A"":28,""Exxon Mobil"":28,""Walgreens"":27,""Krystal"":26,""Hardee's"":26,""CVS"":24,""Kroger"":24,""Sonic"":23,""Burger King"":23,""Shell Oil"":22}","[1,0,0,0,0,1,4,8,13,20,22,16,18,19,21,22,24,22,12,9,1,0,1,0]","{""Monday"":23,""Tuesday"":17,""Wednesday"":8,""Thursday"":13,""Friday"":19,""Saturday"":11,""Sunday"":19}","{""android"":71,""ios"":7}",470930062031.0,"{""470930062021"":5,""470930064012"":5,""470930059042"":4,""471730402023"":4,""470930060031"":4,""470930062032"":4,""471730402012"":4,""470631012004"":4,""470930062051"":4,""471730401001"":4,""470930064022"":4,""471730402011"":4,""470930062022"":4,""470930030003"":4,""470930062082"":4,""470299202004"":4,""471730401002"":4,""470930062081"":4,""470010212023"":4,""470930062031"":4}"
270,22f-222@8g9-m9s-2hq,sg:bdf81db1a1184158bd686d682928cc56,,,Mediterranean Food Market,,,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,445110.0,35.92396,-84.058009,8373 Kingston Pike Ste 100,Knoxville,TN,37919,US,18652287219.0,"{ ""Mon"": [[""9:30"", ""21:30""]], ""Tue"": [[""9:30"", ""21:30""]], ""Wed"": [[""9:30"", ""21:30""]], ""Thu"": [[""9:30"", ""21:30""]], ""Fri"": [[""9:30"", ""21:30""]], ""Sat"": [[""9:30"", ""21:30""]], ""Sun"": [] }",,,,,2019-07,2020-03-01T00:00:00-05:00,2020-04-01T00:00:00-04:00,55.0,38.0,"[2,3,2,0,1,0,4,1,1,2,0,1,3,5,2,1,1,1,2,3,3,4,2,0,2,2,2,2,1,1,1]","{""470930035002"":4,""470930057111"":4,""470930058121"":4,""470930046061"":4,""470930044033"":4}","{""US"":36}",6403.0,10.0,"{""<5"":1,""5-10"":30,""11-20"":17,""21-60"":0,""61-120"":0,""121-240"":1,"">240"":6}","{""Pizza Hut"":100,""Pump It Up"":50,""Einstein Brothers"":50,""AccuQuest Hearing Centers"":25,""Gracie Barra"":20}","{""Walmart"":60,""Kroger"":42,""Kroger Fuel Center"":35,""Sam's Club"":33,""Gracie Barra"":32,""Target"":30,""Chick-fil-A"":29,""Weigel's"":29,""Lowe's"":22,""Walgreens"":20,""Costco Wholesale Corp."":20,""Starbucks"":19,""Dollar Tree"":19,""Shell Oil"":18,""McDonald's"":17,""Gabe's"":16,""CVS"":14,""The Home Depot"":14,""Exxon Mobil"":13,""The Cheesecake Factory"":13}","[0,0,0,0,0,0,0,1,4,3,4,8,8,12,12,16,12,6,9,10,2,2,0,0]","{""Monday"":8,""Tuesday"":6,""Wednesday"":3,""Thursday"":6,""Friday"":8,""Saturday"":14,""Sunday"":10}","{""android"":25,""ios"":9}",470930044031.0,"{""471079706005"":6,""470930057061"":4,""470930035001"":4,""470930046152"":4,""470930046102"":4,""470930046111"":4,""470930044031"":4,""470930038012"":4,""470930039011"":4,""470930058131"":4,""470930044033"":4,""470930058082"":4,""470010208003"":4}"
271,225-222@8g9-f8t-6p9,sg:aa91401e0a2349a1b53fd7c54095844e,zzw-223@8g9-f8t-6rk,sg:84a9bbb83a6448479ab26a351963af50,Paula Deen Store,,,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,445110.0,35.710705,-83.51939200000002,903 Parkway,Gatlinburg,TN,37738,US,18653251326.0,,,,,,2019-07,,,,,,,,,,,,,,,,,
272,226-223@8g9-gwv-d9z,sg:dc9e14052dd3471ab20473accc3a15cd,,,Kroger,SG_BRAND_1f852a23da4b7250,Kroger,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,445110.0,35.995093,-83.920909,2400 N Broadway St,Knoxville,TN,37917,US,18545440123.0,,,,,,,2020-03-01T00:00:00-05:00,2020-04-01T00:00:00-04:00,156.0,125.0,"[2,6,7,11,3,5,5,5,9,8,4,8,6,5,0,7,4,4,6,5,3,4,3,5,9,3,5,5,2,3,4]","{""470930030003"":9,""470930015003"":6,""470930015002"":6,""470930066002"":5,""470930067003"":5,""470930017001"":5,""470930018001"":5,""470930029001"":5,""470930041002"":4,""470930038012"":4,""470930063011"":4,""470930016002"":4,""470010209013"":4,""470930039021"":4,""470930062071"":4,""470930030002"":4,""470930030001"":4,""470930027002"":4,""471730402022"":4,""470930019001"":4,""470930031002"":4,""470930028001"":4,""470930046131"":4,""470930054012"":4,""470930041001"":4,""470930059081"":4,""470930052022"":4}","{""US"":126}",2894.0,10.5,"{""<5"":5,""5-10"":73,""11-20"":46,""21-60"":21,""61-120"":4,""121-240"":4,"">240"":3}","{""Sonic"":39,""Select Specialty Hospital"":33,""Chick-fil-A"":32,""Weigel's"":25,""Walgreens"":24,""Food City"":20,""Harbor Freight Tools"":20,""Hardee's"":20,""Family Dollar Stores"":19,""Dollar General"":18,""Walmart"":13}","{""Walmart"":55,""Walgreens"":45,""Weigel's"":43,""McDonald's"":40,""Food City"":37,""Dollar General"":36,""Dollar Tree"":31,""Sonic"":31,""Wendy's"":29,""Taco Bell"":28,""Kroger Fuel Center"":25,""Arby's"":24,""Shell Oil"":24,""Burger King"":23,""Exxon Mobil"":23,""Sam's Club"":21,""Chick-fil-A"":19,""Hardee's"":17,""Subway"":15,""Little Caesars"":15}","[2,1,2,1,1,1,1,3,9,4,11,22,14,13,23,23,26,26,16,9,15,5,1,0]","{""Monday"":28,""Tuesday"":28,""Wednesday"":28,""Thursday"":20,""Friday"":21,""Saturday"":18,""Sunday"":13}","{""android"":92,""ios"":33}",470930017001.0,"{""470930030003"":8,""470930015002"":7,""470930068001"":6,""470930017001"":6,""470930015003"":5,""470930041001"":5,""470930016002"":5,""470930062021"":4,""470930050002"":4,""470930067003"":4,""470930054011"":4,""471550802021"":4,""470930018002"":4,""470930021001"":4,""470930027001"":4,""471730401001"":4,""470930019001"":4,""470930018001"":4,""470090111011"":4,""470930030001"":4,""470930029001"":4,""470930052021"":4,""470930024002"":4,""470930062071"":4,""471251013051"":4,""470930066002"":4,""470930016001"":4}"
273,zzw-222@8g9-x9h-fmk,sg:5691c895f3414b60a688248bf1b9cd47,zzw-222@8g9-x9h-hyv,sg:f9d62e4ddf414629bd5c5e9dac07803b,Food City,SG_BRAND_0c6c4ce554bb53513678968c086c5457,Food City,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,445110.0,36.347275,-84.158552,2221 Jacksboro Pike,La Follette,TN,37766,US,,,,,,2020-12,2020-12,2020-03-01T00:00:00-05:00,2020-04-01T00:00:00-04:00,97.0,73.0,"[2,1,5,4,6,9,4,3,1,6,6,2,7,2,2,6,6,1,2,3,1,5,1,0,1,5,2,1,1,1,1]","{""470139511003"":10,""470139511002"":6,""470139508001"":6,""470139507003"":5,""470139505002"":5,""470139507001"":5,""471550804001"":5,""470139504003"":5,""470259703001"":4,""470259705002"":4,""470139509002"":4,""470139507004"":4,""470139510002"":4,""470010208001"":4,""470139506002"":4,""470139505001"":4,""470139505004"":4}","{""US"":71}",5608.0,19.0,"{""<5"":4,""5-10"":34,""11-20"":14,""21-60"":26,""61-120"":8,""121-240"":5,"">240"":6}","{""KFC"":33,""Lowe's"":32,""Walmart"":26,""Academy Sports + Outdoors"":25,""Weight Watchers"":20}","{""Walmart"":63,""Weigel's"":49,""McDonald's"":47,""Burkes Outlet"":44,""Dollar General"":42,""Big Lots Stores"":39,""Shell Oil"":37,""Marathon"":35,""Sonic"":34,""Walgreens"":32,""Petsense"":29,""Taco Bell"":28,""Goodwill Industries"":28,""Lowe's"":27,""Wendy's"":26,""Dairy Queen"":23,""Murphy USA"":23,""Hardee's"":23,""Arby's"":21,""Little Caesars"":21}","[0,0,0,0,0,0,0,1,6,7,10,20,23,20,20,26,21,15,9,5,4,2,0,1]","{""Monday"":10,""Tuesday"":18,""Wednesday"":12,""Thursday"":15,""Friday"":21,""Saturday"":8,""Sunday"":13}","{""android"":39,""ios"":33}",470139505002.0,"{""470139511003"":9,""470139504003"":7,""470139505002"":5,""470139511002"":5,""470259705002"":4,""470930044032"":4,""470259703001"":4,""470139507002"":4,""471550804001"":4,""470190703003"":4,""470139506002"":4,""470139506003"":4,""470139507001"":4,""470139509002"":4,""470139508002"":4,""470010209013"":4,""470139505003"":4}"
274,222-224@8g9-xpr-f75,sg:92933d62b42f4febb7fd47e4a1732dd8,,,Ingles Markets,SG_BRAND_e092603330cf86134b1426d0d3238169,Ingles Markets,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,445110.0,36.048374,-83.995788,430 E Emory Rd,Knoxville,TN,37849,US,,,,,,2020-12,2019-07,2020-03-01T00:00:00-05:00,2020-04-01T00:00:00-04:00,2257.0,1223.0,"[74,69,54,56,50,60,77,80,62,48,52,94,95,104,74,107,97,92,83,74,41,87,98,70,76,57,71,63,64,68,60]","{""470930062061"":125,""470930062052"":84,""470930062062"":74,""470930062071"":44,""470930061023"":41,""470930062083"":41,""470930061022"":39,""470930061042"":39,""470930049002"":31,""470930062051"":29,""470930062082"":29,""470010209013"":25,""470930063012"":25,""470930063011"":24,""470930062022"":23,""470930061031"":17,""470930061021"":16,""470930061041"":14,""470010209012"":14,""470930062021"":13,""470010209021"":12,""470930063021"":12,""470930064022"":11,""470930060031"":11,""470930064031"":10,""470010209024"":8,""470930061032"":8,""470930062031"":8,""470930060032"":7,""470930051001"":7,""470010209022"":6,""470930047002"":6,""471730402023"":6,""470930048001"":6,""470010208003"":6,""470930065012"":5,""470010208001"":5,""470930058121"":5,""471730402013"":5,""470930049001"":5,""470010209023"":4,""470010212012"":4,""471079701014"":4,""470930064012"":4,""470930046072"":4,""470930058102"":4,""470010212022"":4,""470010203002"":4,""470010213025"":4,""470139509001"":4,""470930060023"":4,""470930057042"":4,""470930038022"":4,""470930044011"":4,""470930046132"":4,""470010211002"":4,""120150303013"":4,""470930040001"":4,""470930060021"":4,""391131301024"":4,""470139504003"":4,""471291104001"":4,""080410044023"":4,""471730401005"":4,""470090113012"":4,""470930063022"":4,""470010203003"":4,""471730402021"":4,""470930056032"":4,""470930030003"":4,""470930062032"":4,""360810775003"":4,""470010213022"":4,""470930064011"":4,""471410008001"":4,""471450302024"":4,""470930050001"":4,""470930043002"":4,""471730402022"":4,""471730403002"":4,""470930048003"":4,""470090111013"":4,""470930058071"":4,""471050603022"":4,""471550809011"":4,""470930059071"":4,""470930041001"":4,""471730402011"":4,""470139503001"":4,""470930030002"":4,""470930046131"":4,""470930064021"":4,""470930058081"":4,""470010212014"":4,""470090114024"":4,""470010209011"":4,""470930055023"":4,""470930046141"":4,""470139505001"":4,""470090102004"":4,""471730403001"":4,""470930062033"":4,""471550802021"":4,""470930061033"":4,""471450308003"":4,""470139509002"":4,""060855118003"":4,""471519752001"":4,""470930065022"":4,""470930041002"":4}","{""US"":1215}",5626.0,21.0,"{""<5"":48,""5-10"":507,""11-20"":511,""21-60"":888,""61-120"":146,""121-240"":84,"">240"":73}","{""Weigel's"":7,""Chick-fil-A"":6,""Salsarita's Fresh Cantina"":5}","{""Weigel's"":51,""Chick-fil-A"":46,""Walmart"":42,""Kroger Fuel Center"":32,""Dollar General"":29,""McDonald's"":28,""CVS"":25,""Target"":24,""Lowe's"":24,""PetSmart"":23,""Food City"":23,""Wendy's"":21,""Arby's"":20,""Zaxby's"":20,""Salsarita's Fresh Cantina"":20,""Sonic"":19,""Shell Oil"":18,""Exxon Mobil"":17,""Kroger"":17,""Starbucks"":17}","[11,6,6,7,9,13,44,93,133,172,209,239,292,305,324,307,363,368,317,233,141,94,39,20]","{""Monday"":404,""Tuesday"":329,""Wednesday"":276,""Thursday"":284,""Friday"":300,""Saturday"":285,""Sunday"":379}","{""android"":411,""ios"":813}",470930062071.0,"{""470930062061"":126,""470930062052"":79,""470930062062"":68,""470930062071"":51,""470930061042"":38,""470930062083"":37,""470930061022"":35,""470930061023"":34,""470930049002"":28,""470930062051"":28,""470930062082"":27,""470010209013"":26,""470930063012"":23,""470930062022"":23,""470930063011"":18,""470930061031"":18,""470930061021"":16,""470930061041"":15,""470930048003"":12,""470930062021"":12,""470010209012"":12,""470930063021"":10,""470010209024"":10,""470930060031"":10,""470930061032"":10,""470010209022"":9,""470930049001"":8,""470930062031"":8,""470930064031"":7,""470930064022"":7,""470010209021"":7,""470930048001"":6,""470930001001"":6,""470930051001"":6,""470930057111"":6,""471550806021"":6,""471730402011"":6,""470930062081"":6,""471730402023"":6,""470930041002"":6,""470010208003"":6,""470010208001"":5,""470139509001"":5,""471730402021"":5,""470930065012"":5,""471519751001"":5,""470930044042"":5,""470930042002"":5,""470930062033"":5,""471450308001"":5,""470930035001"":4,""470930041001"":4,""210170305003"":4,""470010211001"":4,""470139505004"":4,""340155004003"":4,""470930061033"":4,""470930037003"":4,""470930046132"":4,""470139507004"":4,""470930064011"":4,""470930047002"":4,""470930054011"":4,""470930057041"":4,""470930060021"":4,""391131650001"":4,""470139506003"":4,""470930056032"":4,""470090102004"":4,""470930056042"":4,""470139511002"":4,""470010202022"":4,""470930057121"":4,""470930046151"":4,""470930058081"":4,""470090114024"":4,""470930038013"":4,""210139607001"":4,""211170646002"":4,""470010213022"":4,""471450302024"":4,""471450308003"":4,""470930015003"":4,""470930038022"":4,""470010207001"":4,""470930070002"":4,""470930047001"":4,""470930059071"":4,""470930046072"":4,""470930064012"":4,""470930043002"":4,""470930057102"":4,""471291104001"":4,""470930015002"":4,""470930057122"":4,""470930024001"":4,""471730403002"":4,""470930064021"":4,""470930046131"":4,""470930052013"":4,""470930029001"":4,""470010213025"":4,""470139505001"":4,""471730401005"":4,""470259706002"":4,""470139511003"":4,""470930065022"":4,""370630020273"":4,""470930058132"":4,""060855118003"":4,""470930058121"":4,""470930060023"":4}"
